T-nSvKy4PJ1dnG7I8hzYDcf4xZ54A=,I made a wooden house!,我制造了一座木屋！
T-NUH+cpjpBqlaGGIDwv2SRI2lFQI=,Replenish meat,补充肉类
T-nxWdit8VzXLSze5xXbthWb2jvDU=,A magnificent lamp.,一盏华丽的灯。
T-nZCm5egXEi874ycSPRvzUWkbAHA=,Glass,玻璃
T-O+RaObO8xf/GGm7amdq1EYXPfpk=,Street lamp-energized,路灯-通电
T-O2w9f+ypHBlcuda6z0TnbDAT4gk=,Boiling jasmine honey tea,熬制茉莉蜜茶
T-O49X1i4Vx9/iJ7Vanhnx3VNhDM4=,Drying leaves,烘干树叶
T-OD5PplB9uVAT45onPXk/QhVNMqU=,An air conditioner that regulates the temperature of the room,一个空调，可以调节房间的温度。
T-OdcZz6u+PeB/iIws+MY0u52TjDg=,Zinc,锌
T-OfYXfrw4JNh4e9Uy+KLc+EqcBRU=,"Treated coconut milk, quite tasty.",处理过的椰汁，蛮好喝的。
T-ohjjQmlhylL6SpNTooDzB5aC0d0=,Street lamp,路灯
T-OhVTsukXHP5JcnKo0TWhyfDeuNo=,A gorgeous lamp that brings a nice atmosphere.,一盏华丽的灯，能带来美好的氛围。
T-OIJJeydfy8k/CDeLHOc8wWWKYDc=,A staircase leading to the first floor of the wooden house,通往木屋一楼的楼梯
T-Ok3mxSBNe4gcVkiIo8oRwW5evzg=,An ale made from wort that can be drunk.,由麦芽汁酿成的麦酒，可以喝。
T-oKQDdNIxc2Zkc0T6C3YOq2ksSis=,A roll of electric wire that connects equipment to the grid.,一卷电线，可以将设备接入电网。
T-oLaTLS4ZV6c9mq9lTqLQk487z/g=,There's electricity!,有电力了！
T-omz3mFFiZpFkEgotPRLmpibMJtQ=,Wort,麦芽汁
T-OnOU3CJQPuHOrLocbLFnZFp8Mh4=,Fire generator,火力发电机
T-oo2gwrjTx26lIuMqxpljFMmjkzc=,Produces manure,产出粪便
T-OpeLWOBoyG+Fose8/g57FUqo/W4=,Orchid bush,兰花丛
T-oPqm8r+Cxt4Gg3ZKubLlFIuyfCo=,Draw blueprints,绘制蓝图
T-Oq6HExiUQp+01UmaUED6i5ty/5U=,Requires higher crafting skills,需要更高的制作技能
T-oQeFyCs8dB+//XrvsASG3fQ2wEU=,Plenty of fuel,燃料充足
T-orMCyg58efNQO1mEOXrLLtniO2w=,Macaque generator - powered up,猕猴发电机-已通电
T-oSDVFZqyKCghOUZu61ZNz1wcQXU=,Hitting the scatter,打撒
T-OsEyYh3uwmZMKK+/sSJEr8YuEpo=,I can take a bath or shower here,我可以在这里洗澡或冲凉
T-OTAp6b/VvLpYA0hGqjiFdgMxg8Y=,Door to the log cabin yard,通往木屋院子的门
T-Ou+8XfmmWB+xAxltNYJbZQeF+K0=,Drying sago,烘干西米
T-OuAQQpFzZ3smngBfMWuVglDDG1U=,Brewing table - electrified,酿造台-通电
T-P+voz43DleM+PrjRsyPlAjEthSI=,Rowing the boat,划船
T-P+zhpzY8OkzyRETlSYJD3IuUF4s=,Brewing ginger tea,熬制姜茶
T-p5sWJvpnVTW4ka/F2KwBShCswlk=,Going downstairs,下楼
T-PmHd9MfH7K2rLmaXb6Bpun4AWiY=,Cooking station,烹饪台
T-PNy3mmFcG9+lMt8GC4Oev8z0MLY=,Change back to milk,换回牛奶
T-poqHA1xUK/JbdkaufkluEB1y684=,Replenish wood,补充木材
T-PQ9FBeOrLi+9lldlHibJTow3ZlE=,"Dispersing wind-heat, calming the liver and brightening the eyes",散风热、平肝明目
T-pUaXBch8CXFbD+Usqe+Zw7FrvGo=,Gorgeous sculpture,华丽雕塑
T-PvsNT9+Tinu2zmN8mFVdE3MlOAI=,Boiling chrysanthemum preparation,熬制菊花制剂
T-PWKzMPEJl+OHupF3QZk3tYX3QfI=,Wooden house,木屋
T-q0MEBRJmKnDXFV8D40goV7YHgUc=,"Wheat is ground into wort, which can be further put into wooden barrels to get ale.",小麦磨成的麦芽汁，可以进一步放入木桶中得到麦酒。
T-q1cGrnlgDL5HNPMHcRmrl92teMY=,Fire generator-no fuel,火力发电机-无燃料
T-qQKbf5v0FUmHCjbdVKqtU/twJPg=,I can save food here,我可以在这里保存食物
T-QQL4SJmTA4js3SSYsTGSN4KywZY=,Adding fine thread,添加细线
T-qvX/vkcqlgJIMRUucUFNRafl7Sw=,Gardening table,园艺台
T-QwZLtJUqczNJjqnpRdLm/kjrxMY=,Put down,放下
T-QXvT8pkpglyX/kvV0z6d4cYgdK8=,Treadmill,跑步机
T-r+3fMZEiAciiplUe1HjyW9zByh4=,Snake weed preparation,蛇草制剂
T-R36EOMOlphQKFlDzJjCG1fwi3qE=,Log cabin yard,木屋院子
T-RDL2WtwwQeUVfqb/ONJFeZQluHw=,Paddle back to the trestle bridge.,划船回栈桥。
T-rJOrBqLh5pD2V5qHIywwmPkqTS4=,Skinning,剥皮
T-RSsYTelXa6TJqPmMl5waiS7z+h8=,Shower,冲凉
T-rTm6Aa3xaGT/HyRrOfIfzDTWugU=,Street light-not electrified,路灯-未通电
T-RU+T1Ao2vqLUe85/IDSoCr2qLYM=,Loading the mud pile,装填泥堆
T-rvVA7ImrolPlWBONBdrnADH/L2Q=,"A sun lamp, which consumes a lot of electricity when turned on and can speed up crop maturation.",一盏太阳灯，开启时会消耗大量电力，能加快作物成熟。
T-rY9Bs3pxGXHHjOe6ep3AXCQFFck=,"A fire generator, which can generate electricity.",一台火力发电机，可以产生电力。
T-RyTj/6aMyYF+BX26XVZBPVAl2/8=,Strong Chrysanthemum Effect,强菊花效果
T-S0qXkWbwXlzuJrhSWe0F9caHol0=,Needs vegetables and meat,需要菜和肉
T-S5jKZ2XDPqYW8IrQuD83wsBaHz0=,Stairs leading to the roof of the wooden house,通往木屋屋顶的楼梯
T-SA0gYzh4Lnxndq2rt1Q8zmmsS3w=,研究台-通电,研究台-通电
T-SffqPF5h+zOdaKumz9RpmmgjoZU=,种植兰花,种植兰花
T-sGBJZMYUWC74YOWXJMmM+wk3vjM=,屠宰台-通电,屠宰台-通电
T-sOIF89pPxMyLn5Bwt9tAubzh2bY=,我可以在这里处理小型木材和泥土。,我可以在这里处理小型木材和泥土。
T-SP7RRbN0McmABHDpJoxw4yJkq2I=,产出木材,产出木材
T-SxCpXerDLtwSTfk2IR49Fao/2JI=,硫磺不足,硫磺不足
T-sy2yBrvBVxCUKtAg28NuntdG3Zw=,需要磁石,需要磁石
T-t1mCYuKQJ/SbJT+PYYvCQ9GZihw=,1.发电机是推动科技进入电力时代的里程碑。2.大部分的发电机在制造过程中，需要用到“磁石”。3.只有太阳能发电机独特的使用到了锌和硅。4.水力发电机仅能在“祥和溪谷 ”建造（需要自然颂歌mod）。,1.发电机是推动科技进入电力时代的里程碑。2.大部分的发电机在制造过程中，需要用到“磁石”。3.只有太阳能发电机独特的使用到了锌和硅。4.水力发电机仅能在“祥和溪谷”建造（需要自然颂歌mod）。
T-T3e+EYxiSyT+KYQSWeI4PuhzGj0=,煮开水中……,煮开水中……
T-T8bocneIemOJD4GCvNqZcc2ft/Y=,鸟岩岛,鸟岩岛
T-tEADPTKaafQ319/lEmfH5pXktxQ=,处理过的卡瓦制剂，药效更强。,处理过的卡瓦制剂，药效更强。
T-tECCp+ITeaOxIgLb1eG3S9wNGyQ=,木屋二楼,木屋二楼
T-TGnqwhYuXna8FZ3gUjNWEfys0e4=,石头浴池,石头浴池
T-ThK7Ch1R4NuIvYWAsZH7Jr0RIDQ=,电线,电线
T-ThqOCkVKsxKyrVDoD9xnCPtNrrw=,研究台-未通电,研究台-未通电
T-tpzk05qxo6VeEm/u6oXnV1kpqaU=,刮皮,刮皮
T-tqko0TB6BxEyEcothgtQGIlJJK4=,装填硫磺,装填硫磺
T-TSCUONgtTw1uignFR9SnUchdbnc=,磨成石锥,磨成石锥
T-tsOI8yF/HYvmVu4mnTLS7GhFrVI=,芒果和椰肉混合而成的饮料，超级好喝！,芒果和椰肉混合而成的饮料，超级好喝！
T-TVgrplfBqeiPUUrWl0l6Pnyo1c4=,制药台,制药台
T-Tw3OaDcd2v/I1IlxB/iCZ9gDV7k=,通往木屋一楼的门,通往木屋一楼的门
T-tWPKhhc+zFYaYNffqElm/iI2EDM=,沙子数量,沙子数量
T-ty0HkJP+XGkvO4kN5pCYOAgRevw=,芒果汁,芒果汁
T-tzpoCKrfaF+Z751CO123CPuFe14=,煮开水,煮开水
T-TzssOW4cR7foouP7oFT2Dy57pM0=,练习木工,练习木工
T-U05zKL3LQ9Nv9H/vyfRSUN3sZtA=,练习石工,练习石工
T-U6XaM3bwxIk72EryYWnKxUq1wPk=,熬制蜘蛛兰制剂,熬制蜘蛛兰制剂
T-u8vrN8AOM/VyXt9TY2oSLcRPg5A=,绘制蓝图-粗糙,绘制蓝图-粗糙
T-UCBgxLPnOwBdAaa243mNn8f3GWw=,磁石,磁石
T-uDI2FJNX5zVxNAI5pxACY+4/ajY=,拿起,拿起
T-uEiuaaUasip/lhoto7Se5lHcxgs=,产出小树枝,产出小树枝
T-UgglWP9BL1/nQM6PG+d9CkUye6s=,产出海鸟粪,产出海鸟粪
T-UJphUOg0ciED1LTn9jjZkJaPXo4=,饲料量,饲料量
T-ukoC0YfMJbYJQ9N3sEscA17hDzw=,我研读了蓝图。,我研读了蓝图。
T-UlXweCvVN8WfSfL9MMgzH0e8VJY=,我种下了一些兰花,我种下了一些兰花
T-UujIR/b5BINuw8m2cw7ujeHMfkc=,一个精美好看的花桌，可以用来存放腐烂物及粪便，并用花香掩盖其臭味。,一个精美好看的花桌，可以用来存放腐烂物及粪便，并用花香掩盖其臭味。
T-UWXGiIT8ZLeRH39JCARzX82eSy8=,太阳能发电机-已通电,太阳能发电机-已通电
T-uXR+bWkdXeedNlCkkvlc9WoN0qI=,产出大石块,产出大石块
T-UzXCdmV8pzwDLrDRfum3RexJisk=,换回,换回
T-UzzrAXtVyMGUfbo8jP/WEHzpY7I=,屠宰,屠宰
T-V+aNiK7trFynkyvMjOgFpIeM/oQ=,木屑数量,木屑数量
T-VA3jbMslGCHO64GTOU1rqSmPelE=,修建木屋二楼,修建木屋二楼
T-VdSPU78P5pBF6Ix5GBLj773x7KM=,我可以在这里处理水果，顺便可以榨汁。 <b>（榨汁前若酿造台内已有液体，请先将液体转出！） </b>,我可以在这里处理水果，顺便可以榨汁。<b>（榨汁前若酿造台内已有液体，请先将液体转出！）</b>
T-vEmx/rZ5dte7oO1P7Qfu8KKES3k=,Modify the roof of the log cabin,改建木屋屋顶
T-VmDigSsah+J5v3mXcgXxoQUn6Xw=,Chrysanthemum field,菊花田
T-vnV3euC1MTyrlKg45RNsBUifhmg=,Exquisite cuisine,精致料理
T-vOD4AEGquLLglDwHmG6UIpgLYl0=,Treated milk,处理好的牛奶
T-VOFcGJjSiNlU2YNzP4JydojNV2U=,Moving to the hidden harbor ......,移动到隐秘港湾……
T-VrHdiB89N9BwWB2zuw1Q4a3MOcc=,A stone shelf,一个石架子
T-vrqWgX2jQCSiD6nSOxy/VeDOofQ=,Leaving the wooden house,离开木屋
T-Vx3zhmzGyHDBKnfQoz0FPDl817A=,I can do simple butchery faster here.,我可以在这里更快的进行简单的屠宰工作。
T-VXz4eNzZnvtQBCsD5tnmXW7RHyc=,"Disperses wind-heat, calms the liver and improves immunity.",散风热、平肝明目，提升免疫。
T-W4mu6MnZ42fUVvtd4jamOwgV0eM=,A melting pot that can be placed indoors,一个可以放置在室内的熔炉
T-wAnIHPQ10b2fRP4WOLZSuxYYqDk=,Turn on the light,开灯
T-wb2fm3Xkpxo2LXtCwKoYW5Aq+ss=,Treated spider orchid preparation for stronger potency,处理过的蜘蛛兰制剂，药效更强。
T-WEgF+2Ocaasf715bKDViBeVWpwA=,Loaded with anti-cracking agent,装填抗裂剂
T-wguanZT/gnD+8H+LERb3A2tge+k=,Fire generator - powered up,火力发电机-已通电
T-Wi4QE1+vUFmc4RDx2i9cFrtj5Vo=,A spacious wooden house,一栋宽敞的木屋
T-WKTOpU8mLgVcOuXUXV01NpHKVWw=,Coconut milk,椰汁
T-wMlwbOkq53aMUcaUeEeghTJTtZQ=,Repairs,修补
T-WnSfAzw74x3tzcshWRj19q03a4I=,Yangtze manna,杨枝甘露
T-wOwL/FdcjRGfQTHhAkM90FtOZJQ=,"A big ball of clay, I should have used something to break it up.",一大团粘土，我应该用东西把它打撒。
T-WP6q5HioEqHYwJXZeCd3dxTsNsE=,Mulled wine,麦酒
T-wQmGNc0sqFyy+ZamdpkNRu71OBw=,Need higher carpentry skills,需要更高的木工技能
T-WusijlHfigUJ/lls8qI14eU+usI=,"An air conditioner that regulates the temperature of the room, but I need to power it up first.",一个空调，可以调节房间的温度，但是我得先通电。
T-WVa1uYkJ/cGZPuFBzA1sJCHUpps=,An island blessed by the god of abundance.,一座受到丰饶神祝福的岛屿。
T-x/udqmEo7HgkThsJkSPyYxiB1jo=,Log Cabin Record,木屋记录
T-x2on4TZLnaCv3sggG447bvqTm9I=,"An exquisite technology blueprint, which can be studied to speed up the research process (8TP).",一张精致的科技蓝图，可以通过研读蓝图来加快研究进程（8TP）。
T-x473+Hmbu9B99gD0yy8BE+tdzZw=,Bananas squeezed into juice that can be drunk.,香蕉榨成的果汁，可以喝。
T-x8h5rWtTmbb0415RXs52geCnMLw=,Stone cutting table,切石桌
T-XCIHjh+swbkKkRt1x77kfEaCkWA=,Stone Cone,石锥
T-xGjy+Z8R0vzzQ5Z8MgwlP+0dolI=,Insufficient props,道具不足
T-XgkZY5kcPp1JrwW2R55pgo985as=,Gorgeous lamp,华丽的灯
T-xP2jFHUrqA1TzAyj7dNO/6prjA8=,Loaded stones,装填石头
T-XY+t7vTjDYdAGnHxhBilDs6qdR0=,Chrysanthemum effect,菊花效果
T-y6BGXxcbKf4D8V26DxvFhwxZ8nc=,Solar generator,太阳能发电机
T-y6vpi2PGZqiQ8FKgYTQ9JgHmq2c=,A stone shelf to set things up,一个石制架子，可以摆东西
T-Y79rnQ9TFEqT1Ew4uIkkcHd4GgQ=,Change to blow cold air,改吹冷风
T-YAe20PL3LNOPJ2bL+VHAxnYMMYo=,Burning off feathers,烧掉羽毛
T-yAwF2+RBZ9esgnDU91yzQd5/fak=,"Wild dates squeezed into juice, can drink.",野枣榨成的果汁，可以喝。
T-yg/EV1xxRMrnqqkifyP8GMVzErw=,Not enough thin wire ......,细线不够……
T-ygZFbjEcYoZ46gLCYLPWZZIDKOY=,Need higher stonework skills,需要更高的石工技能
T-yO6xJg+OYXRTcdRU5gsCBUz+QEs=,Go to the Valley of Nar,前往纳尔之谷
T-YRq6JaOWe1yZCbPLCDQ0Km0KDXc=,Hydro Generator,水力发电机
T-yWjF2BHzcZNk5V6fKW+gtu25KY8=,Tailor's Table,裁缝台
T-yxuEii1gkIqv20lg4RgylOHkxO8=,Orchid Field,兰花田
T-YzGAoeTXCJwv9VjjW67wK/cQurA=,I can handle stones here,我可以在这里处理石头
T-Z9NOQk06C/4fv/9AFZFm4Z+Pr74=,Electricity,电力
T-zcAuwY7N1RDSn7OYuIHgjJptSrI=,Thermal generator-unpowered,火力发电机-未通电
T-ZfyB4WEZi8Zws8gGLIUZraaWRr0=,Turn on,打开
T-zhMMzYXMr2Hc6s/BOyAYfDe6S7w=,Go upstairs,上楼
T-Zm0NIOncMh9OQF5BIbVO6v3r++8=,Making snake herb preparations,制作蛇草制剂
T-zu5K6QceqQYbwMkAgze4irRmkw4=,Air conditioning (off),空调（关机）
T-ZYDO6TS90j41vbuCkqP9xXR7u5k=,Fill with decaying matter,装填腐烂物
风力发电机_CardDescription,A wind turbine that generates electricity.,一台风力发电机，可以产生电力。
风力发电机_CardDescription_Wire,"A wind turbine that generates electricity, but I first need to wire it into the grid.",一台风力发电机，可以产生电力，不过我首先需要用电线把它接入电网。
风力发电机_CardName,Wind turbine - energized,风力发电机-通电
